	sequences per sample	iteration	ERR2233229	ERR2233255	ERR2233253	ERR2233254	ERR2233231	ERR2233239	ERR2233233	ERR2233235	ERR2233236	ERR2233240	ERR2233238	ERR2233271	ERR2233241	ERR2233248	ERR2233243	ERR2233245	ERR2233246	ERR2233249	ERR2233250	ERR2233251	ERR2233259	ERR2233264	ERR2233265	ERR2233268	ERR2233277	ERR2233278	ERR2233287	ERR2233317	ERR2233261	ERR2233270	ERR2233266	ERR2233234	ERR2233247	ERR2233257	ERR2233262	ERR2233269	ERR2233267	ERR2233237	ERR2233256	ERR2233286	ERR2233292	ERR2233310	ERR2233293	ERR2233299	ERR2233301	ERR2233303	ERR2233260	ERR2233244	ERR2233304	ERR2233273	ERR2233276	ERR2233318	ERR2233258	ERR2233312	ERR2233263	ERR2233307	ERR2233272	ERR2233309	ERR2233274	ERR2233275	ERR2233279	ERR2233280	ERR2233281	ERR2233282	ERR2233283	ERR2233284	ERR2233285	ERR2233289	ERR2233297	ERR2233295	ERR2233296	ERR2233313	ERR2233300	ERR2233314	ERR2233305	ERR2233311	ERR2233306	ERR2233308	ERR2233315	ERR2233316	ERR2233319	ERR2233320	ERR2233321	ERR2233230	ERR2233242	ERR2233288	ERR2233290	ERR2233291	ERR2233232	ERR2233252
alpha_rarefaction_10_0.txt	10	0	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	2.160964047443681	3.321928094887362	3.321928094887362	2.9219280948873627	3.121928094887363	2.521928094887362	2.7219280948873625	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	2.9219280948873627	3.321928094887362	3.321928094887362	3.321928094887362	2.8464393446710154	2.6464393446710153	3.321928094887362	2.8464393446710154	2.8464393446710154	3.121928094887363	2.7219280948873625	3.321928094887362	2.6464393446710153	3.321928094887362	3.321928094887362	2.8464393446710154	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	2.8464393446710154	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	2.3219280948873626	2.1709505944546685	3.321928094887362	3.321928094887362
alpha_rarefaction_10_1.txt	10	1	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	2.8464393446710154	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	2.9219280948873627	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	2.521928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	2.8464393446710154	3.121928094887363	2.3709505944546687	3.121928094887363	2.6464393446710153	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	2.8464393446710154	3.121928094887363	3.321928094887362	2.8464393446710154	3.321928094887362	2.8464393446710154	2.8464393446710154	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	2.6464393446710153	2.321928094887362	2.6464393446710153	3.121928094887363	3.321928094887362
alpha_rarefaction_10_2.txt	10	2	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	2.9219280948873627	3.121928094887362	3.321928094887362	3.321928094887362	3.321928094887362	2.8464393446710154	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.121928094887363	3.121928094887363	2.7219280948873625	2.8464393446710154	2.9219280948873627	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	2.8464393446710154	2.6464393446710157	2.6464393446710157	2.9219280948873627	3.121928094887363	2.9219280948873627	3.121928094887363	3.321928094887362	2.9219280948873627	3.321928094887362	2.6464393446710157	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	2.8464393446710154	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	2.521928094887362	1.5709505944546687	1.7609640474436814	3.321928094887362	3.321928094887362
alpha_rarefaction_10_3.txt	10	3	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.121928094887363	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.121928094887363	2.521928094887362	2.521928094887362	2.9219280948873627	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	2.8464393446710154	2.8464393446710154	3.321928094887362	3.321928094887362	2.8464393446710154	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	2.8464393446710154	2.6464393446710157	3.121928094887363	3.121928094887363	2.521928094887362	2.6464393446710157	2.9219280948873627	3.121928094887363	2.6464393446710153	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.121928094887363	3.121928094887363	3.321928094887362	2.521928094887362	2.8464393446710154	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	2.8464393446710154	2.6464393446710153	2.3709505944546683	3.321928094887362	3.321928094887362
alpha_rarefaction_10_4.txt	10	4	3.321928094887362	3.321928094887362	3.321928094887362	2.521928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.121928094887363	3.121928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	2.6464393446710153	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.121928094887363	3.321928094887362	2.521928094887362	3.121928094887363	2.6464393446710153	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	2.1609640474436813	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	2.8464393446710154	2.9219280948873627	2.9219280948873627	2.8464393446710154	2.9219280948873627	2.7219280948873625	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	2.4464393446710155	3.321928094887362	3.121928094887363	3.121928094887363	3.121928094887363	3.121928094887363	3.121928094887363	3.321928094887362	3.121928094887363	3.321928094887362	2.9219280948873627	3.121928094887363	3.321928094887362	2.7219280948873625	2.6464393446710157	2.7219280948873625	3.321928094887362	3.321928094887362
alpha_rarefaction_10_5.txt	10	5	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	2.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	2.8464393446710154	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	2.8464393446710154	2.9219280948873627	3.121928094887363	3.121928094887363	3.121928094887363	2.321928094887362	2.9219280948873627	3.121928094887363	2.9219280948873627	3.321928094887362	3.321928094887362	2.321928094887362	3.321928094887362	3.321928094887362	2.521928094887362	3.321928094887362	2.521928094887362	3.121928094887363	3.321928094887362	3.121928094887363	3.321928094887362	2.9219280948873627	3.121928094887363	3.321928094887362	2.521928094887362	2.3709505944546683	2.3709505944546683	3.321928094887362	3.321928094887362
alpha_rarefaction_10_6.txt	10	6	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	2.8464393446710154	3.121928094887363	3.321928094887362	3.121928094887363	3.321928094887362	3.121928094887363	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	2.8464393446710154	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	2.8464393446710154	3.121928094887363	2.9219280948873627	2.9219280948873627	3.121928094887363	2.3709505944546683	3.121928094887363	3.321928094887362	2.9219280948873627	2.9219280948873627	2.9219280948873627	3.121928094887363	3.321928094887362	2.8464393446710154	3.321928094887362	3.121928094887363	2.521928094887362	3.121928094887363	3.121928094887363	3.321928094887362	3.121928094887363	3.321928094887362	3.121928094887363	3.321928094887362	2.8464393446710154	2.6464393446710157	3.321928094887362	3.321928094887362
alpha_rarefaction_10_7.txt	10	7	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.121928094887363	2.8464393446710154	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	2.9219280948873627	2.4464393446710155	2.8464393446710154	3.121928094887363	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	2.6464393446710157	3.121928094887363	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	2.521928094887362	3.321928094887362	3.321928094887362	3.321928094887362	2.8464393446710154	3.121928094887363	3.321928094887362	2.321928094887362	3.321928094887362	2.3709505944546683	2.7219280948873625	2.8464393446710154	3.121928094887363	3.321928094887362	3.321928094887362	2.8464393446710154	3.321928094887362	3.321928094887362	2.521928094887362	3.321928094887362	2.160964047443681	2.521928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	2.321928094887362	2.6464393446710153	3.321928094887362	3.321928094887362
alpha_rarefaction_10_8.txt	10	8	3.321928094887362	3.321928094887362	3.321928094887362	2.8464393446710154	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	2.8464393446710154	3.121928094887363	2.9219280948873627	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	2.8464393446710154	3.321928094887362	3.321928094887362	2.6464393446710153	2.521928094887362	2.9219280948873627	2.7219280948873625	2.8464393446710154	3.321928094887362	3.321928094887362	3.321928094887362	2.8464393446710154	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	2.8464393446710154	3.321928094887362	2.9219280948873627	3.321928094887362	3.321928094887362	3.121928094887363	3.121928094887363	3.121928094887363	1.6854752972273344	2.3219280948873626	3.321928094887362	3.321928094887362
alpha_rarefaction_10_9.txt	10	9	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	2.8464393446710154	3.321928094887362	2.521928094887362	3.321928094887362	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	2.8464393446710154	3.321928094887362	3.121928094887363	3.321928094887362	2.9219280948873627	2.8464393446710154	3.321928094887362	2.8464393446710154	3.121928094887363	3.121928094887363	1.7709505944546686	3.321928094887362	3.121928094887363	2.9219280948873627	2.6464393446710153	2.8464393446710154	3.321928094887362	3.321928094887362	2.6464393446710153	3.321928094887362	2.521928094887362	3.121928094887363	3.121928094887363	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	3.321928094887362	2.8464393446710154	2.9219280948873627	2.521928094887362	3.321928094887362	3.321928094887362
